,Year_bp,StateAbbr_bp,StateDesc_bp,CityName_bp,GeographicLevel_bp,Category_bp,UniqueID_bp,Measure_bp,PopulationCount_bp,GeoLocation_bp,MeasureId_bp,Census Tract,Lat_bp,Lng_bp,Year_chol,StateAbbr_chol,StateDesc_chol,CityName_chol,GeographicLevel_chol,Category_chol,UniqueID_chol,Measure_chol,PopulationCount_chol,GeoLocation_chol,MeasureId_chol,Lat_chol,Lng_chol,Year_dbt,StateAbbr_dbt,StateDesc_dbt,CityName_dbt,GeographicLevel_dbt,Category_dbt,UniqueID_dbt,Measure_dbt,PopulationCount_dbt,GeoLocation_dbt,MeasureId_dbt,Lat_dbt,Lng_dbt,Year_obs,StateAbbr_obs,StateDesc_obs,CityName_obs,GeographicLevel_obs,Category_obs,UniqueID_obs,Measure_obs,PopulationCount_obs,GeoLocation_obs,MeasureId_obs,Lat_obs,Lng_obs,Total 18+ Population,Total 18+ Male Population,Total Male 18 to 24 years,Total Male 18 to 24 years Less than 9th grade,"Total Male 18 to 24 years 9th to 12th grade, no diploma",Total Male 18 to 24 years High school graduate,"Total Male 18 to 24 years Some college, no degree",Total Male 18 to 24 years Associate's degree,Total Male 18 to 24 years Bachelor's degree,Total Male 18 to 24 years Graduate or professional degree,Total Male 25 to 34 years,Total Male 25 to 34 years Less than 9th grade,"Total Male 25 to 34 years 9th to 12th grade, no diploma",Total Male 25 to 34 years High school graduate,"Total Male 25 to 34 years Some college, no degree",Total Male 25 to 34 years Associate's degree,Total Male 25 to 34 years Bachelor's degree,Total Male 25 to 34 years Graduate or professional degree,Total Male 35 to 44 years,Total Male 35 to 44 years Less than 9th grade,"Total Male 35 to 44 years 9th to 12th grade, no diploma",Total Male 35 to 44 years High school graduate,"Total Male 35 to 44 years Some college, no degree",Total Male 35 to 44 years Associate's degree,Total Male 35 to 44 years Bachelor's degree,Total Male 35 to 44 years Graduate or professional degree,Total Male 45 to 64 years,Total Male 45 to 64 years Less than 9th grade,"Total Male 45 to 64 years 9th to 12th grade, no diploma",Total Male 45 to 64 years High school graduate,"Total Male 45 to 64 years Some college, no degree",Total Male 45 to 64 years Associate's degree,Total Male 45 to 64 years Bachelor's degree,Total Male 45 to 64 years Graduate or professional degree,Total Male 65 years and over,Total Male 65 years and over Less than 9th grade,"Total Male 65 years and over 9th to 12th grade, no diploma",Total Male 65 years and over High school graduate,"Total Male 65 years and over Some college, no degree",Total Male 65 years and over Associate's degree,Total Male 65 years and over Bachelor's degree,Total Male 65 years and over Graduate or professional degree,Total 18+ Female Population,Total Female 18 to 24 years,Total Female 18 to 24 years Less than 9th grade,"Total Female 18 to 24 years 9th to 12th grade, no diploma",Total Female 18 to 24 years High school graduate,"Total Female 18 to 24 years Some college, no degree",Total Female 18 to 24 years Associate's degree,Total Female 18 to 24 years Bachelor's degree,Total Female 18 to 24 years Graduate or professional degree,Total Female 25 to 34 years,Total Female 25 to 34 years Less than 9th grade,"Total Female 25 to 34 years 9th to 12th grade, no diploma",Total Female 25 to 34 years High school graduate,"Total Female 25 to 34 years Some college, no degree",Total Female 25 to 34 years Associate's degree,Total Female 25 to 34 years Bachelor's degree,Total Female 25 to 34 years Graduate or professional degree,Total Female 35 to 44 years,Total Female 35 to 44 years Less than 9th grade,"Total Female 35 to 44 years 9th to 12th grade, no diploma",Total Female 35 to 44 years High school graduate,"Total Female 35 to 44 years Some college, no degree",Total Female 35 to 44 years Associate's degree,Total Female 35 to 44 years Bachelor's degree,Total Female 35 to 44 years Graduate or professional degree,Total Female 45 to 64 years,Total Female 45 to 64 years Less than 9th grade,"Total Female 45 to 64 years 9th to 12th grade, no diploma",Total Female 45 to 64 years High school graduate,"Total Female 45 to 64 years Some college, no degree",Total Female 45 to 64 years Associate's degree,Total Female 45 to 64 years Bachelor's degree,Total Female 45 to 64 years Graduate or professional degree,Total Female 65 years and over,Total Female 65 years and over Less than 9th grade,"Total Female 65 years and over 9th to 12th grade, no diploma",Total Female 65 years and over High school graduate,"Total Female 65 years and over Some college, no degree",Total Female 65 years and over Associate's degree,Total Female 65 years and over Bachelor's degree,Total Female 65 years and over Graduate or professional degree,GEO_ID_x,Total Households,"Income < $10,000","Income $10,000-$14,999","Income $15,000-$24,999","Income $25,000-$34,999","Income $35,000-$49,999","Income $50,000-$74,999","Income $75,000-$99,999","Income $100,000-$149,999","Income $150,000-$199,999","Income > $200,000",Median Income (dollars),Mean Income (dollars),GEO_ID_y,Total Population,Total Male,Total Female,White Population,Black or African American Population,American Indian and Alaska Native Population,Asian Population,Native Hawaiian and Other Pacific Islander population,Some Other Race Population,GEO_ID
172,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001757,High blood pressure among adults aged >=18 Years,1934,"(30.3978196994, -97.7639427818)",BPHIGH,48453001757,30.3978196994,-97.7639427818,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001757,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,1934,"(30.3978196994, -97.7639427818)",HIGHCHOL,30.3978196994,-97.7639427818,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001757,Diagnosed diabetes among adults aged >=18 Years,"1,934","(30.3978196994, -97.7639427818)",DIABETES,30.3978196994,-97.7639427818,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001757,Obesity among adults aged >=18 Years,"1,934","(30.3978196994, -97.7639427818)",OBESITY,30.3978196994,-97.7639427818,1826,951,63,0,0,0,22,0,41,0,149,11,0,0,14,22,50,52,172,0,0,29,12,7,63,61,329,11,0,0,31,0,209,78,238,23,0,0,56,19,44,96,875,69,0,0,7,38,0,24,0,63,0,0,0,0,0,38,25,131,0,0,3,10,0,74,44,334,0,0,53,54,0,139,88,278,0,0,74,47,16,67,74,1400000,1013,5.5,2.8,2.7,6.4,13.1,11.3,10.2,14.4,11.4,22.3,91776,129022,1400000,2211,1131,1080,1990,56,0,220,0,0,1400000
173,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002412,High blood pressure among adults aged >=18 Years,5782,"(30.189405978, -97.751489933)",BPHIGH,48453002412,30.189405978000003,-97.75148993299999,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002412,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,5782,"(30.189405978, -97.751489933)",HIGHCHOL,30.189405978000003,-97.75148993299999,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002412,Diagnosed diabetes among adults aged >=18 Years,"5,782","(30.189405978, -97.751489933)",DIABETES,30.189405978000003,-97.75148993299999,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453002412,Obesity among adults aged >=18 Years,"5,782","(30.189405978, -97.751489933)",OBESITY,30.189405978000003,-97.75148993299999,4458,2222,252,0,51,117,74,10,0,0,557,57,33,335,100,14,18,0,442,132,108,106,34,8,17,37,771,346,78,203,64,62,18,0,200,88,0,51,9,13,14,25,2236,388,0,33,184,171,0,0,0,500,59,24,175,129,43,62,8,449,53,143,162,44,12,31,4,689,263,111,192,98,25,0,0,210,82,60,61,0,0,0,7,1400000,1449,4.6,4.5,7.0,12.1,14.2,24.5,21.9,6.6,3.3,1.2,57946,64753,1400000,6083,3050,3033,4276,318,33,59,0,1421,1400000
174,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002423,High blood pressure among adults aged >=18 Years,5383,"(30.1797493671, -97.8062264792)",BPHIGH,48453002423,30.1797493671,-97.8062264792,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002423,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,5383,"(30.1797493671, -97.8062264792)",HIGHCHOL,30.1797493671,-97.8062264792,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002423,Diagnosed diabetes among adults aged >=18 Years,"5,383","(30.1797493671, -97.8062264792)",DIABETES,30.1797493671,-97.8062264792,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453002423,Obesity among adults aged >=18 Years,"5,383","(30.1797493671, -97.8062264792)",OBESITY,30.1797493671,-97.8062264792,4739,2344,99,0,12,0,15,52,20,0,968,0,0,379,191,38,232,128,404,95,0,6,157,15,100,31,658,89,59,73,149,74,111,103,215,0,0,29,106,0,27,53,2395,255,0,0,20,187,0,48,0,564,0,0,138,129,33,213,51,691,0,0,185,207,9,223,67,663,24,19,168,173,14,172,93,222,0,13,60,80,0,39,30,1400000,2347,1.8,0.4,5.8,9.5,18.2,23.9,17.2,15.4,6.5,1.2,64948,75030,1400000,5705,2938,2767,5020,565,31,142,0,132,1400000
175,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002428,High blood pressure among adults aged >=18 Years,4323,"(30.1388923291, -97.7817189485)",BPHIGH,48453002428,30.1388923291,-97.7817189485,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002428,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,4323,"(30.1388923291, -97.7817189485)",HIGHCHOL,30.1388923291,-97.7817189485,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002428,Diagnosed diabetes among adults aged >=18 Years,"4,323","(30.1388923291, -97.7817189485)",DIABETES,30.1388923291,-97.7817189485,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453002428,Obesity among adults aged >=18 Years,"4,323","(30.1388923291, -97.7817189485)",OBESITY,30.1388923291,-97.7817189485,5875,3118,567,0,80,135,205,0,147,0,836,0,16,108,347,52,275,38,466,50,0,78,177,52,109,0,677,18,47,116,107,11,333,45,572,33,0,61,97,42,239,100,2757,358,0,50,177,117,0,0,14,507,0,0,61,106,29,129,182,314,145,0,36,60,0,73,0,947,44,0,312,245,38,95,213,631,27,13,146,178,0,155,112,1400000,2899,1.2,1.8,5.7,13.1,12.5,14.7,19.1,22.8,6.8,2.3,77942,81047,1400000,7337,3891,3446,6602,418,28,130,31,292,1400000
176,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002432,High blood pressure among adults aged >=18 Years,152,"(30.1808372579, -97.7014760529)",BPHIGH,48453002432,30.1808372579,-97.7014760529,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002432,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,152,"(30.1808372579, -97.7014760529)",HIGHCHOL,30.1808372579,-97.7014760529,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002432,Diagnosed diabetes among adults aged >=18 Years,152,"(30.1808372579, -97.7014760529)",DIABETES,30.1808372579,-97.7014760529,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453002432,Obesity among adults aged >=18 Years,152,"(30.1808372579, -97.7014760529)",OBESITY,30.1808372579,-97.7014760529,2011,1047,134,0,16,89,14,6,9,0,286,16,49,95,74,38,14,0,201,84,33,38,0,0,46,0,262,91,31,35,38,28,39,0,164,91,9,2,22,0,21,19,964,116,0,33,40,34,0,9,0,273,4,11,132,43,11,52,20,106,24,0,55,7,0,20,0,318,18,64,183,30,12,5,6,151,64,5,45,16,6,10,5,1400000,702,4.6,4.3,10.8,15.8,17.5,11.3,12.8,18.9,1.6,2.4,45333,62990,1400000,2669,1390,1279,1830,189,138,29,0,563,1400000
177,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002413,High blood pressure among adults aged >=18 Years,4455,"(30.1971092749, -97.7402764718)",BPHIGH,48453002413,30.197109274899997,-97.7402764718,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002413,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,4455,"(30.1971092749, -97.7402764718)",HIGHCHOL,30.197109274899997,-97.7402764718,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002413,Diagnosed diabetes among adults aged >=18 Years,"4,455","(30.1971092749, -97.7402764718)",DIABETES,30.197109274899997,-97.7402764718,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453002413,Obesity among adults aged >=18 Years,"4,455","(30.1971092749, -97.7402764718)",OBESITY,30.197109274899997,-97.7402764718,3096,1507,126,32,11,26,51,0,6,0,569,55,25,322,50,60,57,0,339,40,30,245,11,0,1,12,370,155,21,114,29,5,36,10,103,30,0,24,0,8,29,12,1589,204,0,10,128,44,11,11,0,525,54,109,164,121,28,49,0,399,49,36,98,173,7,36,0,372,155,48,57,53,25,25,9,89,26,14,12,30,0,7,0,1400000,1299,12.9,4.8,12.4,15.3,20.7,16.2,11.1,3.2,3.4,0.0,40130,46216,1400000,4955,2522,2433,3007,558,0,143,16,1529,1400000
178,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002424,High blood pressure among adults aged >=18 Years,3379,"(30.192182567, -97.7992412635)",BPHIGH,48453002424,30.192182567,-97.79924126350001,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002424,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,3379,"(30.192182567, -97.7992412635)",HIGHCHOL,30.192182567,-97.79924126350001,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002424,Diagnosed diabetes among adults aged >=18 Years,"3,379","(30.192182567, -97.7992412635)",DIABETES,30.192182567,-97.79924126350001,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453002424,Obesity among adults aged >=18 Years,"3,379","(30.192182567, -97.7992412635)",OBESITY,30.192182567,-97.79924126350001,3221,1847,113,17,7,48,31,10,0,0,606,95,21,152,126,0,112,100,218,17,58,18,36,26,9,54,685,18,119,142,208,43,104,51,225,0,22,76,47,28,29,23,1374,217,0,70,43,57,11,36,0,301,80,18,12,80,0,59,52,329,18,52,48,76,40,51,44,324,18,76,21,62,24,82,41,203,8,34,73,63,9,8,8,1400000,1516,8.2,3.9,3.6,12.2,22.7,23.9,8.1,12.8,3.6,0.9,49643,60360,1400000,3945,2228,1717,3626,229,39,28,0,74,1400000
179,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002427,High blood pressure among adults aged >=18 Years,7257,"(30.1812180458, -97.7613921528)",BPHIGH,48453002427,30.181218045799998,-97.76139215280001,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002427,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,7257,"(30.1812180458, -97.7613921528)",HIGHCHOL,30.181218045799998,-97.76139215280001,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002427,Diagnosed diabetes among adults aged >=18 Years,"7,257","(30.1812180458, -97.7613921528)",DIABETES,30.181218045799998,-97.76139215280001,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453002427,Obesity among adults aged >=18 Years,"7,257","(30.1812180458, -97.7613921528)",OBESITY,30.181218045799998,-97.76139215280001,6077,3129,618,0,80,362,152,0,24,0,731,81,0,313,168,169,0,0,741,76,186,166,207,17,34,55,804,370,201,68,63,19,83,0,235,113,40,63,19,0,0,0,2948,328,0,100,76,116,12,13,11,1067,79,64,406,203,72,207,36,569,70,128,72,92,0,116,91,746,119,225,175,103,31,63,30,238,77,35,65,61,0,0,0,1400000,2569,4.8,6.0,13.1,17.0,11.3,23.2,17.3,5.9,1.4,0.0,46233,51792,1400000,8517,4456,4061,7357,474,242,73,0,526,1400000
180,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002431,High blood pressure among adults aged >=18 Years,6908,"(30.1945771194, -97.7185046504)",BPHIGH,48453002431,30.1945771194,-97.7185046504,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002431,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,6908,"(30.1945771194, -97.7185046504)",HIGHCHOL,30.1945771194,-97.7185046504,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002431,Diagnosed diabetes among adults aged >=18 Years,"6,908","(30.1945771194, -97.7185046504)",DIABETES,30.1945771194,-97.7185046504,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453002431,Obesity among adults aged >=18 Years,"6,908","(30.1945771194, -97.7185046504)",OBESITY,30.1945771194,-97.7185046504,5899,3326,339,46,70,80,88,55,0,0,889,51,15,221,133,14,417,38,749,184,12,191,98,0,234,30,1224,324,217,340,64,95,117,67,125,72,0,0,0,22,31,0,2573,333,17,19,163,105,0,29,0,724,21,27,229,150,14,218,65,666,132,65,208,134,0,77,50,633,142,116,88,209,21,57,0,217,88,0,26,53,0,40,10,1400000,2368,8.5,6.4,2.3,13.5,12.4,22.6,16.6,10.3,4.1,3.3,60337,68590,1400000,8803,4881,3922,6740,624,21,217,0,1381,1400000
181,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002419,High blood pressure among adults aged >=18 Years,3890,"(30.1912903693, -97.7609152432)",BPHIGH,48453002419,30.1912903693,-97.7609152432,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002419,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,3890,"(30.1912903693, -97.7609152432)",HIGHCHOL,30.1912903693,-97.7609152432,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002419,Diagnosed diabetes among adults aged >=18 Years,"3,890","(30.1912903693, -97.7609152432)",DIABETES,30.1912903693,-97.7609152432,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453002419,Obesity among adults aged >=18 Years,"3,890","(30.1912903693, -97.7609152432)",OBESITY,30.1912903693,-97.7609152432,3440,1636,313,0,62,137,73,14,27,0,790,48,42,234,217,39,186,24,195,55,0,29,45,25,33,8,262,56,0,135,28,9,34,0,76,15,0,17,0,0,23,21,1804,423,14,75,69,136,43,86,0,613,57,59,163,179,40,98,17,341,61,76,68,64,0,53,19,372,46,0,158,104,0,64,0,55,0,2,20,33,0,0,0,1400000,1871,7.5,6.7,12.5,16.0,24.6,16.9,6.5,5.7,3.6,0.0,38225,46317,1400000,4773,2282,2491,3091,804,281,145,0,609,1400000
182,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002500,High blood pressure among adults aged >=18 Years,5163,"(30.4166341544, -97.7553141449)",BPHIGH,48453002500,30.4166341544,-97.7553141449,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002500,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,5163,"(30.4166341544, -97.7553141449)",HIGHCHOL,30.4166341544,-97.7553141449,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002500,Diagnosed diabetes among adults aged >=18 Years,"5,163","(30.4166341544, -97.7553141449)",DIABETES,30.4166341544,-97.7553141449,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453002500,Obesity among adults aged >=18 Years,"5,163","(30.4166341544, -97.7553141449)",OBESITY,30.4166341544,-97.7553141449,4555,2167,25,0,0,15,0,0,10,0,530,0,0,49,100,0,233,148,461,0,16,61,23,98,148,115,809,0,0,20,157,142,234,256,342,0,0,0,28,16,136,162,2388,127,0,0,14,18,0,74,21,646,0,0,24,64,11,307,240,324,0,0,16,34,17,85,172,759,0,0,115,226,73,148,197,532,37,15,32,173,0,118,157,1400000,2885,1.6,2.1,7.9,6.9,8.9,18.2,18.8,23.3,5.9,6.4,82022,91381,1400000,5518,2756,2762,4780,290,35,540,0,176,1400000
183,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002430,High blood pressure among adults aged >=18 Years,3422,"(30.1717082079, -97.7550439193)",BPHIGH,48453002430,30.1717082079,-97.75504391930001,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002430,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,3422,"(30.1717082079, -97.7550439193)",HIGHCHOL,30.1717082079,-97.75504391930001,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002430,Diagnosed diabetes among adults aged >=18 Years,"3,422","(30.1717082079, -97.7550439193)",DIABETES,30.1717082079,-97.75504391930001,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453002430,Obesity among adults aged >=18 Years,"3,422","(30.1717082079, -97.7550439193)",OBESITY,30.1717082079,-97.75504391930001,2167,1123,215,20,76,90,20,9,0,0,178,0,51,40,19,0,68,0,288,31,36,111,52,7,51,0,362,36,0,114,146,12,29,25,80,0,0,59,21,0,0,0,1044,130,0,14,95,13,0,8,0,171,0,48,31,35,6,51,0,299,133,40,64,36,6,20,0,372,52,21,117,102,10,57,13,72,24,0,19,21,0,8,0,1400000,878,2.1,11.3,13.3,10.1,19.5,22.2,10.3,4.8,5.4,1.1,48090,56789,1400000,3203,1569,1634,2792,161,35,0,0,262,1400000
184,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002425,High blood pressure among adults aged >=18 Years,2798,"(30.157617531, -97.7842795909)",BPHIGH,48453002425,30.157617531,-97.7842795909,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002425,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,2798,"(30.157617531, -97.7842795909)",HIGHCHOL,30.157617531,-97.7842795909,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002425,Diagnosed diabetes among adults aged >=18 Years,"2,798","(30.157617531, -97.7842795909)",DIABETES,30.157617531,-97.7842795909,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453002425,Obesity among adults aged >=18 Years,"2,798","(30.157617531, -97.7842795909)",OBESITY,30.157617531,-97.7842795909,2680,1247,92,0,27,13,52,0,0,0,403,0,0,135,131,42,95,0,361,0,14,84,34,84,92,53,307,8,18,41,58,25,66,91,84,0,11,38,0,0,22,13,1433,160,0,41,30,62,27,0,0,500,0,19,74,181,85,102,39,278,23,0,65,50,41,81,18,365,28,8,75,127,0,68,59,130,22,0,64,16,0,18,10,1400000,1251,2.0,2.6,3.9,6.4,9.2,28.5,19.3,20.1,6.4,1.5,72256,80476,1400000,3449,1591,1858,2729,109,46,315,0,330,1400000
185,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002421,High blood pressure among adults aged >=18 Years,7092,"(30.1638874875, -97.8037440537)",BPHIGH,48453002421,30.1638874875,-97.80374405370002,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002421,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,7092,"(30.1638874875, -97.8037440537)",HIGHCHOL,30.1638874875,-97.80374405370002,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002421,Diagnosed diabetes among adults aged >=18 Years,"7,092","(30.1638874875, -97.8037440537)",DIABETES,30.1638874875,-97.80374405370002,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453002421,Obesity among adults aged >=18 Years,"7,092","(30.1638874875, -97.8037440537)",OBESITY,30.1638874875,-97.80374405370002,8307,3808,435,13,0,98,273,31,20,0,1684,53,231,311,348,145,421,175,563,0,52,91,245,30,94,51,786,37,17,131,205,68,272,56,340,18,0,101,53,14,97,57,4499,552,0,15,193,101,44,199,0,1767,43,0,248,405,172,606,293,671,0,21,140,48,18,278,166,1074,16,32,304,126,126,301,169,435,63,58,101,76,16,16,105,1400000,4167,4.5,0.3,8.9,8.3,14.0,19.3,17.0,22.6,3.3,1.7,64689,73910,1400000,10292,4975,5317,8782,985,42,609,68,296,1400000
186,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002435,High blood pressure among adults aged >=18 Years,4159,"(30.160226698, -97.6406042548)",BPHIGH,48453002435,30.160226698000002,-97.6406042548,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002435,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,4159,"(30.160226698, -97.6406042548)",HIGHCHOL,30.160226698000002,-97.6406042548,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002435,Diagnosed diabetes among adults aged >=18 Years,"4,159","(30.160226698, -97.6406042548)",DIABETES,30.160226698000002,-97.6406042548,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453002435,Obesity among adults aged >=18 Years,"4,159","(30.160226698, -97.6406042548)",OBESITY,30.160226698000002,-97.6406042548,6031,3285,530,0,41,121,236,0,132,0,642,42,0,135,208,71,186,0,644,148,21,256,107,27,85,0,1256,231,114,672,175,0,46,18,213,11,33,60,53,18,37,1,2746,214,0,67,119,28,0,0,0,579,0,148,32,166,67,98,68,886,262,90,236,170,36,82,10,865,226,129,294,124,15,77,0,202,58,0,92,25,0,5,22,1400000,2296,0.7,3.3,13.2,6.9,16.6,20.6,18.4,12.9,3.0,4.4,59835,71539,1400000,8462,4410,4052,4591,776,336,341,0,2632,1400000
187,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002429,High blood pressure among adults aged >=18 Years,524,"(30.1675109092, -97.7735753064)",BPHIGH,48453002429,30.1675109092,-97.77357530639999,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002429,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,524,"(30.1675109092, -97.7735753064)",HIGHCHOL,30.1675109092,-97.77357530639999,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002429,Diagnosed diabetes among adults aged >=18 Years,524,"(30.1675109092, -97.7735753064)",DIABETES,30.1675109092,-97.77357530639999,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453002429,Obesity among adults aged >=18 Years,524,"(30.1675109092, -97.7735753064)",OBESITY,30.1675109092,-97.77357530639999,1004,585,46,0,0,29,0,0,17,0,276,35,35,14,68,47,48,29,144,0,32,0,43,27,31,11,111,0,39,10,12,36,14,0,8,0,0,6,2,0,0,0,419,90,0,0,7,69,0,4,10,176,0,0,14,45,49,49,19,91,0,0,0,41,0,44,6,41,0,0,14,0,0,27,0,21,3,0,1,5,0,0,12,1400000,599,1.3,5.3,6.8,8.7,21.7,25.2,11.4,17.2,2.3,0.0,55317,60016,1400000,1589,807,782,1273,224,10,14,0,78,1400000
188,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002426,High blood pressure among adults aged >=18 Years,7014,"(30.1548242628, -97.7520686441)",BPHIGH,48453002426,30.154824262800002,-97.75206864409999,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002426,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,7014,"(30.1548242628, -97.7520686441)",HIGHCHOL,30.154824262800002,-97.75206864409999,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002426,Diagnosed diabetes among adults aged >=18 Years,"7,014","(30.1548242628, -97.7520686441)",DIABETES,30.154824262800002,-97.75206864409999,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453002426,Obesity among adults aged >=18 Years,"7,014","(30.1548242628, -97.7520686441)",OBESITY,30.154824262800002,-97.75206864409999,7722,3688,503,42,100,170,191,0,0,0,874,21,60,124,318,147,204,0,985,39,86,244,226,32,321,37,1133,46,106,503,204,100,139,35,193,36,81,76,0,0,0,0,4034,496,0,36,313,105,7,35,0,987,105,40,285,244,40,200,73,1168,48,65,366,287,0,327,75,1171,260,18,381,322,0,55,135,212,67,16,129,0,0,0,0,1400000,2869,3.3,0.7,1.1,5.9,12.3,20.9,27.2,20.6,2.0,5.9,78952,84546,1400000,11174,5001,6173,9007,1426,84,137,0,1081,1400000
